,",Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]"
6292,"6292,1378204430,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6293,"6293,1378204730,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.8,0.0,1.0"
6294,"6294,1378205030,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6,0.0,1.0"
6295,"6295,1378205330,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6,0.0,1.0"
6296,"6296,1378205630,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6297,"6297,1378205930,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
6298,"6298,1378206230,4,11703.99824,2036.49569376,17.4,67108864.0,268435.2,2.533333333333333,1.7333333333333334,741.7333333333333,18.2"
6299,"6299,1378206530,4,11703.99824,10919.830357920002,93.3,67108864.0,4518660.533333333,0.2666666666666666,10829.933333333332,38.4,3.066666666666667"
6300,"6300,1378206831,4,11703.99824,10952.991686266669,93.58333333333334,67108864.0,4473922.133333334,0.2666666666666666,13122.8,0.0,1.5333333333333334"
6301,"6301,1378207131,4,11703.99824,10913.9783588,93.25,67108864.0,5502924.8,0.4,15134.4,0.0,1.5333333333333334"
6302,"6302,1378207431,4,11703.99824,10828.149038373334,92.51666666666668,67108864.0,6397709.6,0.2,15938.6,0.0,2.333333333333333"
6303,"6303,1378207731,4,11703.99824,5676.439146400001,48.5,67108864.0,16598257.066666666,0.0,11127.733333333334,0.7333333333333333,12.4"
6304,"6304,1378208031,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,13153335.733333332,0.0,0.6666666666666666,0.0,1.0"
6305,"6305,1378208331,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,2147481.6,0.0,0.4,0.0,1.0"
6306,"6306,1378208631,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
6307,"6307,1378208931,4,11703.99824,530.5812535466667,4.533333333333333,67108864.0,178956.8,2.533333333333333,2.0,779.6,23.4"
6308,"6308,1378209231,4,11703.99824,3087.904868986667,26.383333333333336,67108864.0,1834307.4666666663,2.533333333333333,2.533333333333333,769.5333333333333,19.666666666666668"
6309,"6309,1378209531,4,11703.99824,11015.413010213331,94.11666666666666,67108864.0,5637143.2,2.2,10972.6,10.6,1.5333333333333334"
6310,"6310,1378209831,4,11703.99824,10962.745018133332,93.66666666666666,67108864.0,6889840.8,1.6,12760.866666666669,0.0,1.4666666666666666"
6311,"6311,1378210131,4,11703.99824,10927.633023413331,93.36666666666666,67108864.0,7337233.066666666,0.4,15472.133333333331,0.0,1.6666666666666667"
6312,"6312,1378210431,4,11703.99824,10828.149038373334,92.51666666666668,67108864.0,8097801.333333333,0.2666666666666666,16695.933333333334,0.0,2.066666666666667"
6313,"6313,1378210731,4,11703.99824,6946.322955440001,59.35,67108864.0,12348029.866666667,0.0,12183.466666666667,0.6666666666666666,12.8"
6314,"6314,1378211031,4,11703.99824,87.7799868,0.75,67108864.0,12616464.0,0.0,0.4666666666666667,0.0,1.0"
6315,"6315,1378211331,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,2147481.6,0.0,0.4666666666666667,0.0,1.0"
6316,"6316,1378211631,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,134217.6,0.0,0.6666666666666666,0.0,1.0"
6317,"6317,1378211931,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6318,"6318,1378212231,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6319,"6319,1378212531,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6320,"6320,1378212831,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6321,"6321,1378213131,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6322,"6322,1378213431,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6323,"6323,1378213731,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6324,"6324,1378214031,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6325,"6325,1378214331,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6326,"6326,1378214631,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6327,"6327,1378214931,4,11703.99824,612.5092412266667,5.233333333333333,67108864.0,134217.6,5.066666666666666,3.0,1030.4,25.2"
6328,"6328,1378215231,4,11703.99824,10133.71180946667,86.58333333333334,67108864.0,5055532.266666667,0.0,6718.066666666667,515.9333333333333,6.4"
6329,"6329,1378215531,4,11703.99824,10997.857012853334,93.96666666666664,67108864.0,6621406.666666667,0.4666666666666667,12167.866666666669,0.0666666666666666,1.6"
6330,"6330,1378215831,4,11703.99824,10939.337021653331,93.46666666666664,67108864.0,6845102.4,0.4,13247.333333333334,0.0,1.5333333333333334"
6331,"6331,1378216131,4,11703.99824,10871.063698586668,92.88333333333334,67108864.0,6487188.8,0.2,15653.933333333332,0.0,2.0"
6332,"6332,1378216431,4,11703.99824,8202.552099866667,70.08333333333333,67108864.0,11632201.6,0.0,13784.8,0.6666666666666666,12.866666666666667"
6333,"6333,1378216731,4,11703.99824,87.7799868,0.75,67108864.0,13734945.066666666,0.0,0.7333333333333333,0.0,1.0"
6334,"6334,1378217031,4,11703.99824,87.7799868,0.75,67108864.0,2863309.333333333,0.0,0.9333333333333332,0.0,1.0"
6335,"6335,1378217331,4,11703.99824,87.7799868,0.75,67108864.0,89478.4,0.0,0.7333333333333333,0.0,1.0"
6336,"6336,1378217631,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6337,"6337,1378217932,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0666666666666666,2.066666666666667,0.0,1.0"
6338,"6338,1378218232,4,11703.99824,93.63198592,0.8,67108864.0,0.0,0.0,4.466666666666667,0.0,1.0"
6339,"6339,1378218532,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,2.333333333333333,0.0,1.0"
6340,"6340,1378218832,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.7333333333333333,0.0,0.9333333333333332"
6341,"6341,1378219132,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6342,"6342,1378219432,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,14.333333333333334,0.0,1.0"
6343,"6343,1378219732,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,0.9333333333333332"
6344,"6344,1378220032,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6345,"6345,1378220332,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6346,"6346,1378220632,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6347,"6347,1378220932,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
6348,"6348,1378221232,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6349,"6349,1378221532,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,1.2,0.0666666666666666,1.0666666666666669"
6350,"6350,1378221832,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,1.1333333333333333,0.0,1.0666666666666669"
6351,"6351,1378222132,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6352,"6352,1378222432,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6353,"6353,1378222732,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6354,"6354,1378223032,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6355,"6355,1378223332,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6356,"6356,1378223632,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6357,"6357,1378223932,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6358,"6358,1378224232,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6359,"6359,1378224532,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6360,"6360,1378224832,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6361,"6361,1378225132,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6362,"6362,1378225432,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6363,"6363,1378225732,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6364,"6364,1378226032,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6365,"6365,1378226332,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6366,"6366,1378226632,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6367,"6367,1378226932,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6,0.0,1.0"
6368,"6368,1378227232,4,11703.99824,1568.3357641600005,13.4,67108864.0,805305.6,2.6,2.066666666666667,124.26666666666668,9.933333333333334"
6369,"6369,1378227533,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,894784.0,0.0,0.4666666666666667,0.0,1.0"
6370,"6370,1378227833,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0666666666666669"
6371,"6371,1378228133,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6372,"6372,1378228433,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6373,"6373,1378228733,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.9333333333333332,0.0666666666666666,1.0666666666666669"
6374,"6374,1378229033,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6375,"6375,1378229333,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6376,"6376,1378229633,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6377,"6377,1378229933,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6378,"6378,1378230233,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6379,"6379,1378230533,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6380,"6380,1378230833,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6381,"6381,1378231133,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6382,"6382,1378231433,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6383,"6383,1378231733,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6384,"6384,1378232033,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6385,"6385,1378232333,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6386,"6386,1378232633,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6387,"6387,1378232933,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6388,"6388,1378233233,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6389,"6389,1378233533,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6390,"6390,1378233833,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.1333333333333333,0.0,1.0666666666666669"
6391,"6391,1378234133,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6392,"6392,1378234433,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,0.9333333333333332"
6393,"6393,1378234733,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6394,"6394,1378235033,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6395,"6395,1378235333,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.4666666666666666,0.0,1.0666666666666669"
6396,"6396,1378235633,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6397,"6397,1378235933,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6398,"6398,1378236233,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6399,"6399,1378236533,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6400,"6400,1378236834,4,11703.99824,136.54664613333335,1.1666666666666667,67108864.0,0.0,131.33333333333334,14.133333333333333,0.0,1.0"
6401,"6401,1378237134,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0"
6402,"6402,1378237434,4,11703.99824,81.92798768,0.7,67108864.0,89478.4,32.666666666666664,3.333333333333333,0.0,1.0"
6403,"6403,1378237734,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6404,"6404,1378238034,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6405,"6405,1378238334,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6406,"6406,1378238634,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6407,"6407,1378238934,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6408,"6408,1378239234,4,11703.99824,142.39864525333337,1.2166666666666668,67108864.0,268435.2,131.33333333333334,21.53333333333333,0.0,1.4666666666666666"
6409,"6409,1378239534,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,1207958.4,0.0,2.533333333333333,0.0,1.0"
6410,"6410,1378239834,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,32.666666666666664,5.133333333333334,0.0,1.0666666666666669"
6411,"6411,1378240134,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.4,0.0,1.0"
6412,"6412,1378240434,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6413,"6413,1378240734,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6414,"6414,1378241034,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,1.0,0.0,1.0666666666666669"
6415,"6415,1378241334,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6416,"6416,1378241634,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6,0.0,0.9333333333333332"
6417,"6417,1378241934,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6418,"6418,1378242234,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6419,"6419,1378242534,4,11703.99824,77.32998837142857,0.6607142857142857,67108864.0,0.0,0.0,0.7857142857142857,0.0,1.0"
6420,"6420,1378242834,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6421,"6421,1378243134,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6422,"6422,1378243434,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6423,"6423,1378243734,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,134217.6,0.0,0.7333333333333333,0.0,1.0"
6424,"6424,1378244034,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6425,"6425,1378244334,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6426,"6426,1378244634,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6427,"6427,1378244934,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6428,"6428,1378245234,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6429,"6429,1378245534,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6430,"6430,1378245834,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0666666666666666,1.9333333333333331,0.0,1.0"
6431,"6431,1378246134,4,11703.99824,73.149989,0.625,67108864.0,0.0,0.0,1.5,0.0,1.0"
6432,"6432,1378246434,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6433,"6433,1378246734,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.6,0.0,1.0666666666666669"
6434,"6434,1378247034,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.0,0.0,1.0"
6435,"6435,1378247334,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6436,"6436,1378247634,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,134217.6,0.0,1.0,0.0,1.0"
6437,"6437,1378247935,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6438,"6438,1378248235,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6439,"6439,1378248535,4,11703.99824,73.149989,0.625,67108864.0,0.0,0.0,0.7142857142857143,0.0,1.0"
6440,"6440,1378248835,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6441,"6441,1378249135,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.7333333333333333,0.0666666666666666,1.0"
6442,"6442,1378249435,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6443,"6443,1378249735,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
6444,"6444,1378250035,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6445,"6445,1378250335,4,11703.99824,79.41998805714286,0.6785714285714286,67108864.0,0.0,0.0,0.7857142857142857,0.0,1.0"
6446,"6446,1378250635,4,11703.99824,75.2399886857143,0.6428571428571429,67108864.0,0.0,0.0,0.7142857142857143,0.0,0.9285714285714286"
6447,"6447,1378250935,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,134217.6,0.0,0.6666666666666666,0.0,1.0"
6448,"6448,1378251235,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6449,"6449,1378251536,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
6450,"6450,1378251836,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6451,"6451,1378252136,4,11703.99824,73.149989,0.625,67108864.0,0.0,0.0,0.7142857142857143,0.0,1.0"
6452,"6452,1378252436,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,8.466666666666667,3.533333333333333,0.0,1.0666666666666669"
6453,"6453,1378252736,4,11703.99824,62.69999057142857,0.5357142857142857,67108864.0,0.0,0.0,1.0714285714285714,0.0,1.0"
6454,"6454,1378253036,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6455,"6455,1378253336,4,11703.99824,79.79998800000001,0.6818181818181819,67108864.0,0.0,0.0,0.6363636363636364,0.0,1.0"
6456,"6456,1378253636,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6457,"6457,1378253936,4,11703.99824,81.50998774285715,0.6964285714285714,67108864.0,0.0,0.0,1.3571428571428572,0.0,1.0714285714285714"
6458,"6458,1378254236,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6459,"6459,1378254536,4,11703.99824,68.96998962857144,0.5892857142857143,67108864.0,0.0,0.0,0.7857142857142857,0.0,1.0"
6460,"6460,1378254836,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0"
6461,"6461,1378255136,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6462,"6462,1378255436,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6463,"6463,1378255736,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.8,0.0,1.0"
6464,"6464,1378256036,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6465,"6465,1378256336,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6466,"6466,1378256636,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6467,"6467,1378256936,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6468,"6468,1378257236,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6469,"6469,1378257536,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6470,"6470,1378257836,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.0666666666666669,0.0666666666666666,1.0666666666666669"
6471,"6471,1378258136,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6472,"6472,1378258436,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6473,"6473,1378258736,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6474,"6474,1378259036,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6475,"6475,1378259336,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,402652.8,0.0,0.6666666666666666,0.0666666666666666,1.0"
6476,"6476,1378259636,4,11703.99824,81.92798768,0.7,67108864.0,223696.0,0.0,0.6666666666666666,0.0,1.0"
6477,"6477,1378259936,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6478,"6478,1378260236,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.2666666666666666,0.0666666666666666,1.0666666666666669"
6479,"6479,1378260537,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6480,"6480,1378260837,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6481,"6481,1378261137,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.8,0.0,1.0"
6482,"6482,1378261437,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,0.9333333333333332"
6483,"6483,1378261737,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
6484,"6484,1378262037,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6485,"6485,1378262337,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6486,"6486,1378262637,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6,0.0,1.0"
6487,"6487,1378262937,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6488,"6488,1378263237,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6489,"6489,1378263537,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6490,"6490,1378263837,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6491,"6491,1378264137,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
6492,"6492,1378264437,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.1333333333333333,0.0,1.0666666666666669"
6493,"6493,1378264737,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6494,"6494,1378265037,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
